utt_id,mcd_dtw,wer,cer,gt_wer,gen_len_frames,ref_len_frames
LJ006-0040,74.125,0.0435,0.0270,0.0435,760,765
LJ042-0186,38.270,0.0000,0.0000,0.0714,499,491
LJ037-0242,41.100,0.2000,0.0556,0.2000,681,627
LJ005-0004,39.698,0.0000,0.0000,0.0000,363,342
LJ028-0376,77.472,0.0385,0.0089,0.0000,715,753
LJ033-0113,35.952,0.2727,0.0200,0.1818,327,320
LJ042-0057,56.528,0.0769,0.0213,0.0000,757,736
LJ004-0188,28.572,0.0000,0.0000,0.0833,429,349
LJ014-0333,36.689,0.0000,0.0000,0.0000,836,759
LJ029-0198,39.360,0.1111,0.0286,0.0556,697,652
LJ030-0253,39.602,0.0000,0.0000,0.0000,492,441
LJ002-0054,56.507,0.0000,0.0000,0.0000,670,664
LJ007-0149,31.968,0.0000,0.0000,0.0000,164,143
LJ045-0138,29.569,0.0000,0.0000,0.0000,643,570
LJ011-0092,44.121,0.0000,0.0000,0.0000,885,843
LJ006-0078,70.798,0.1538,0.0000,0.1538,496,512
LJ009-0147,45.948,0.0000,0.0000,0.0000,649,639
LJ028-0337,83.339,0.2000,0.0769,0.0667,545,592
LJ038-0210,70.776,0.0952,0.0225,0.0476,602,628
LJ029-0157,33.227,0.2500,0.0551,0.2917,827,793
LJ039-0026,35.528,0.1290,0.0159,0.0968,848,798
LJ040-0189,76.572,0.1250,0.0337,0.1875,655,693
LJ019-0136,35.352,0.0400,0.0229,0.0000,894,828
LJ002-0074,43.186,0.0400,0.0410,0.0400,860,840
LJ050-0102,67.477,0.4000,0.1167,0.4000,443,517
LJ002-0320,38.917,0.0556,0.0114,0.0000,590,562
LJ002-0100,52.272,0.2000,0.1406,0.0000,475,471
LJ014-0115,29.029,0.0000,0.0000,0.0000,243,219
LJ019-0276,33.657,0.0000,0.0000,0.0000,424,404
LJ048-0255,37.255,0.0435,0.0156,0.0435,862,816
LJ006-0195,35.438,0.1071,0.0077,0.0714,880,799
LJ005-0257,31.128,0.0000,0.0000,0.0000,590,543
LJ044-0042,63.729,0.0000,0.0000,0.0000,175,187
LJ042-0127,51.270,0.4167,0.0323,0.4167,491,495
LJ003-0050,64.289,0.5000,0.2381,0.0000,144,211
LJ036-0145,57.101,0.2857,0.0541,0.1429,269,297
LJ006-0068,68.164,0.0909,0.0273,0.0000,810,845
LJ001-0123,47.011,0.0769,0.0800,0.0769,328,317
LJ007-0189,30.543,0.0000,0.0000,0.0000,670,578
LJ027-0142,67.335,0.1000,0.0297,0.0000,733,755
LJ049-0158,41.442,0.2500,0.0083,0.2500,828,783
